NEW_KEY_CODE,Lake_Name,LATITUDE,LONGITUDE,EDU,DR_COD2,LP,AVGD_M,MAXD_M,TP,ALK,SEC,CHLRD,CHLA,COLOR,NITRATE,TN,LK_AREA_HA,LCL_AREA_HA,NET_AREA_HA,UPDIST_NET,UPDIST_LCL,URB_A,AGR_A,FOC_A,FOD_A,FOR_A,WAT_A,WEF_A,WEE_A,WET_A,URB_B,AGR_B,FOC_B,FOD_B,FOR_B,WAT_B,WEF_B,WEE_B,WET_B,URB_C,AGR_C,FOC_C,FOD_C,FOR_C,WAT_C,WEF_C,WEE_C,WET_C,URB_D,AGR_D,FOC_D,FOD_D,FOR_D,WAT_D,WEF_D,WEE_D,WET_D,URB_E,AGR_E,FOC_E,FOD_E,FOR_E,WAT_E,WEF_E,WEE_E,WET_E,URB_F,AGR_F,FOC_F,FOD_F,FOR_F,WAT_F,WEF_F,WEE_F,WET_F,URB_G,AGR_G,FOC_G,FOD_G,FOR_G,WAT_G,WEF_G,WEE_G,WET_G,URB_H,AGR_H,FOC_H,FOD_H,FOR_H,WAT_H,WEF_H,WEE_H,WET_H
40_117,Manistee Lake,44.77639,-85.01611,5,ISOL,S,2.2,5.4864,12,78,2.7432,3.6,2.3,5,9,772,353.306,3771.236,,,0.684,57.299,0.000,3.541,32.347,35.888,2.437,0.000,4.376,4.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.355,0.013,4.223,71.690,75.913,0.276,0.357,1.183,1.541,11.117,1.122,6.508,75.540,82.047,0.276,0.625,0.611,1.236,8.604,1.016,6.445,77.109,83.555,0.206,0.824,0.457,1.281,3.225,4.544,2.860,77.455,80.314,0.067,0.446,0.148,0.594,14.259,0.000,0.000,82.529,82.529,0.265,0.000,2.947,2.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41_45,Campau Lake,42.83278,-85.45001,3,DRSTLK,F,3.1,15.24,19,131,2.1336,24,0,11,360,983,33.598,234.864,469.942,2.553,0.701,70.925,3.895,0.000,17.387,17.387,0.465,5.744,0.000,5.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.350,15.717,0.000,19.712,19.712,0.057,1.244,0.000,1.244,23.328,19.244,2.200,23.539,25.738,0.057,0.710,0.000,0.710,23.032,20.150,2.216,23.315,25.531,0.057,0.701,0.000,0.701,23.032,20.150,2.216,23.315,25.531,0.057,0.701,0.000,0.701,9.822,24.354,0.000,57.549,57.549,0.003,0.575,0.000,0.575,18.155,27.171,1.818,20.505,22.323,4.432,1.563,0.407,1.969
81_144,Mill Lake,42.32528,-84.09056,16,DRST,IH,1.7,7.62,9,134,3.3528,28,4.2,15,12,763,53.032,695.072,,,0.719,0.780,0.000,0.000,57.179,57.179,0.659,37.668,0.000,37.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.279,0.000,0.000,49.734,49.734,4.068,24.265,0.235,24.500,2.170,8.463,0.000,44.565,44.565,4.068,15.841,0.526,16.367,3.677,9.569,0.000,41.513,41.513,3.697,14.626,1.013,15.639,4.810,26.951,0.668,31.428,32.096,2.316,15.508,0.600,16.107,0.092,0.000,0.000,83.843,83.843,0.568,15.497,0.000,15.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44_79,Davison Lake,42.88556,-83.37473,4,DRST,IH,7.6,20.4216,16,91,3.9624,9.9,7.4,8,5,667,20.950,206.485,,,0.720,34.766,3.693,0.000,14.932,14.932,7.539,15.962,0.000,15.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.883,14.604,1.921,13.902,15.822,0.803,4.746,0.000,4.746,12.398,26.414,1.188,19.624,20.812,0.803,3.761,0.000,3.761,11.199,24.897,1.073,24.145,25.218,0.725,3.397,0.000,3.397,11.187,24.980,1.072,24.118,25.190,0.724,3.393,0.000,3.393,30.451,20.438,4.621,2.708,7.328,1.029,1.833,0.000,1.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
66_222,County Line Lake,46.33389,-89.2725,6,ISOL,S,5.4,13.716,8,3,2.8956,0.2,2,7,5,326,28.278,96.345,,,0.764,7.907,0.000,0.000,82.480,82.480,8.721,0.000,0.888,0.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.598,0.000,0.649,89.379,90.028,5.001,0.000,0.955,0.955,3.323,0.000,0.599,90.192,90.792,5.001,0.000,0.882,0.882,3.323,0.000,0.599,90.192,90.792,5.001,0.000,0.882,0.882,3.323,0.000,0.599,90.192,90.792,5.001,0.000,0.882,0.882,10.368,0.000,0.000,84.537,84.537,5.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
15_6,Hoffman Lake,45.13167,-84.77834,5,DRST,IH,2.6,9.144,7,140,3.9624,1.7,1,4,3,309,48.141,2666.398,,,0.766,46.207,0.000,1.410,34.788,36.197,11.864,1.081,4.650,5.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.583,0.000,2.388,62.601,64.989,2.023,4.652,3.639,8.291,4.593,0.000,1.503,75.865,77.368,2.023,3.528,1.907,5.435,2.609,0.039,0.887,83.330,84.217,1.663,2.360,1.070,3.430,1.472,2.785,0.870,79.005,79.875,0.788,1.100,0.327,1.427,7.155,0.000,0.000,33.443,33.443,7.394,18.375,33.594,51.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44_81,Big Fish Lake,42.88945,-83.39167,4,ISOL,S,5,21.336,20,96,4.7244,6.4,6.1,13,4,1006,34.555,381.513,,,0.786,64.388,0.000,0.000,9.893,9.893,14.752,0.000,6.165,6.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21.999,0.000,0.000,35.062,35.062,1.937,3.340,2.467,5.807,15.146,3.449,0.000,31.769,31.769,1.937,3.815,1.453,5.268,14.416,14.358,0.030,27.614,27.644,1.638,3.228,1.926,5.154,14.416,14.358,0.030,27.614,27.644,1.638,3.228,1.926,5.154,1.596,0.000,0.000,58.450,58.450,0.000,0.000,6.458,6.458,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43_183,Wolf Lake,44.00723,-85.84417,5,ISOL,S,1.8,3.9624,10,3,3.658,2.1,1,7,0,88,164.908,2639.780,,,0.815,83.836,0.000,0.000,2.248,2.248,2.970,10.823,0.124,10.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.038,0.581,2.622,47.918,50.540,0.237,3.541,0.654,4.195,22.604,0.265,6.649,62.819,69.468,0.237,1.616,0.298,1.914,15.591,0.179,14.372,62.531,76.904,0.159,1.088,0.201,1.289,6.269,0.072,24.585,65.180,89.765,0.064,0.437,0.081,0.518,0.554,0.000,0.000,99.446,99.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_68,Saddle Lake,42.37806,-86.04778,3,DRST,IH,2.5,9.7536,16,98,3.048,13.9,1.1,14,8,627,114.229,496.644,,,0.827,52.151,3.045,0.000,24.591,24.591,4.389,7.907,4.332,12.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.616,8.447,0.000,46.242,46.242,0.719,7.059,2.571,9.630,12.572,9.421,0.347,44.422,44.770,0.719,9.509,1.741,11.249,12.200,11.412,0.331,43.830,44.161,0.685,9.062,1.660,10.722,12.200,11.412,0.331,43.830,44.161,0.685,9.062,1.660,10.722,8.873,3.044,0.000,54.467,54.467,0.235,30.422,2.960,33.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_84,North Scott Lake,42.32945,-85.99889,3,ISOL,S,6.1,11.2776,9,126,2.7432,6.7,8,9,9,585,30.878,241.292,,,0.832,72.076,0.000,0.000,3.048,3.048,10.678,10.806,0.000,10.806,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.826,16.433,0.000,37.075,37.075,2.782,4.068,0.000,4.068,14.781,22.120,0.000,44.366,44.366,2.782,2.242,0.000,2.242,14.214,23.641,0.000,43.353,43.353,2.676,2.155,0.000,2.155,14.214,23.641,0.000,43.353,43.353,2.676,2.155,0.000,2.155,24.102,26.962,0.000,42.145,42.145,3.307,3.441,0.000,3.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27_858,Little Oxbow Lake,46.25945,-89.66334,6,DRSTLK,F,4.9,18.288,21,3,1.524,0.7,1.3,56,12,611,39.313,299.590,351.541,1.078,0.869,10.629,0.000,1.813,79.155,80.967,7.237,1.166,0.000,1.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,0.000,8.952,77.704,86.656,2.901,4.717,0.000,4.717,1.509,0.000,15.858,70.828,86.686,2.901,7.743,0.000,7.743,1.431,0.000,15.545,71.822,87.367,2.753,7.347,0.000,7.347,1.431,0.000,15.545,71.822,87.367,2.753,7.347,0.000,7.347,0.000,0.000,0.000,76.382,76.382,3.408,20.211,0.000,20.211,1.220,0.000,16.534,68.799,85.333,5.832,6.262,0.000,6.262
62_75,Bills Lake,43.39389,-85.65973,5,ISOL,S,5.7,27.432,6,133,3.81,9.2,0.89,5,1,345,81.022,351.371,,,0.872,69.636,7.742,0.000,16.049,16.049,1.708,4.479,0.000,4.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.485,9.658,0.000,41.147,41.147,0.396,1.568,0.000,1.568,18.222,10.274,0.523,37.261,37.784,0.396,1.039,0.000,1.039,12.774,14.925,0.518,40.881,41.398,0.278,1.267,0.000,1.267,10.857,13.133,0.440,48.852,49.292,0.236,1.516,0.000,1.516,0.000,0.000,0.000,99.662,99.662,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
80_233,Threemile Lake,42.19556,-85.94973,3,ISOL,S,3.1,10.668,13,34,4.4196,4.1,2.8,16,6,632,104.598,408.322,,,0.884,47.071,8.667,0.000,36.189,36.189,1.959,5.287,0.826,6.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.750,52.001,0.000,26.062,26.062,0.345,3.917,0.774,4.691,11.635,56.509,0.000,25.721,25.721,0.345,3.033,0.572,3.606,11.553,56.802,0.000,25.553,25.553,0.343,3.012,0.568,3.580,11.553,56.802,0.000,25.553,25.553,0.343,3.012,0.568,3.580,0.000,24.358,0.000,75.642,75.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38_161,Gilletts Lake,42.25639,-84.31028,3,DRST,IH,1.4,9.144,17,99,3.048,27,0.5,15,24,890,135.270,700.071,,,0.919,78.218,2.383,0.000,12.339,12.339,2.720,3.435,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.004,8.529,0.000,15.771,15.771,0.383,11.653,0.000,11.653,43.753,14.520,0.000,17.675,17.675,0.383,14.011,0.000,14.011,39.682,18.624,0.001,16.549,16.549,0.306,15.321,0.014,15.335,34.402,18.998,0.006,19.170,19.176,0.246,17.595,0.804,18.399,18.550,21.548,0.000,32.886,32.886,0.237,19.878,0.000,19.878,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38_518,Clark Lake,42.11945,-84.31306,16,ISOL,H,3.4,15.24,11,140,3.81,15.1,0.69,5,8,415,233.274,413.180,,,0.935,92.147,3.040,0.000,0.000,0.000,4.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.969,31.252,0.000,5.067,5.067,1.034,0.000,0.000,0.000,53.722,34.407,0.000,6.444,6.444,1.034,0.000,0.000,0.000,52.501,35.068,0.000,7.139,7.139,1.008,0.000,0.000,0.000,52.501,35.068,0.000,7.139,7.139,1.008,0.000,0.000,0.000,41.902,36.817,0.000,20.192,20.192,1.089,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
61_20,Half Moon Lake,43.25889,-85.81112,3,DRST,IH,6.9,21.336,16,133,2.7432,23,8.8,6,12,623,25.763,317.875,,,0.947,18.277,29.458,0.000,34.652,34.652,0.613,4.095,0.000,4.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.006,58.773,0.000,22.645,22.645,0.306,3.156,0.000,3.156,2.778,71.847,0.000,17.840,17.840,0.306,1.751,0.000,1.751,2.542,73.688,0.000,16.877,16.877,0.280,1.603,0.000,1.603,2.542,73.688,0.000,16.877,16.877,0.280,1.603,0.000,1.603,2.412,57.566,0.000,39.946,39.946,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39_312,Paw Paw Lake,42.15917,-85.745,3,DRST,IH,7.4,17.1,8,184,3.5052,6,2.3,10,19,387,49.975,460.014,,,0.952,16.254,0.000,3.889,38.919,42.808,2.998,37.938,0.000,37.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.960,8.988,2.926,57.343,60.269,0.314,17.748,0.000,17.748,3.292,26.908,3.862,45.817,49.679,0.314,10.667,0.000,10.667,2.726,30.592,3.941,42.144,46.085,0.260,9.518,0.000,9.518,2.664,31.554,3.915,41.181,45.096,0.254,9.301,0.000,9.301,0.272,0.490,4.501,75.100,79.601,0.554,19.069,0.000,19.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3_63,Duck Lake,42.43056,-85.90667,3,ISOL,H,4.5,11.8872,33,109,1.0668,8.9,9.1,11,1,1103,56.411,382.621,,,0.960,58.388,3.950,0.000,32.883,32.883,4.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.682,39.665,0.000,35.260,35.260,2.890,0.000,0.000,0.000,12.682,43.089,0.000,36.897,36.897,2.890,0.750,0.000,0.750,9.674,53.046,0.000,30.690,30.690,2.204,0.572,0.000,0.572,7.539,61.272,0.000,23.967,23.967,2.084,2.137,0.000,2.137,1.391,10.721,0.000,78.149,78.149,0.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28_214,Long Lake,44.72473,-85.75611,5,ISOL,H,7.9,26.2,12,70,7.3152,1.5,2.1,5,10,112,1176.552,3976.678,,,0.975,60.241,0.000,3.237,29.312,32.549,4.280,2.141,0.000,2.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.591,5.277,6.999,45.014,52.012,2.052,3.313,0.234,3.547,18.790,11.941,7.427,43.101,50.528,2.052,2.594,0.509,3.103,16.374,16.183,8.425,40.360,48.785,1.863,2.751,0.517,3.268,10.600,38.715,6.766,26.414,33.180,1.382,1.523,0.451,1.974,1.708,47.180,1.985,43.825,45.810,0.238,1.839,0.000,1.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
48_480,Pike Lake,46.64639,-85.40639,7,DRSTLK,F,4.7,13.1064,10,23,2.1336,0.4,4,21,16,440,117.210,2190.556,2335.204,1.200,0.982,9.688,0.000,60.719,25.227,85.946,3.430,0.936,0.000,0.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.249,0.000,68.076,19.685,87.761,1.110,9.195,0.000,9.195,1.137,0.000,77.065,14.484,91.549,1.110,6.204,0.000,6.204,0.711,0.000,73.524,16.283,89.807,0.873,7.115,1.494,8.609,0.270,0.000,65.175,17.635,82.810,3.673,4.863,8.384,13.248,2.851,0.000,68.574,1.855,70.429,3.838,21.436,1.446,22.882,0.253,0.000,65.571,16.657,82.228,4.190,5.463,7.865,13.328
75_917,Snyder Lake,46.48583,-85.94778,7,DRST,IH,1.9,5.1816,11,43,3.2004,2.1,1.7,10,12,255,24.472,942.216,,,1.001,0.000,0.000,0.000,85.665,85.665,10.763,0.740,2.832,3.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.888,96.888,0.917,0.136,0.992,1.128,0.089,0.000,0.522,97.680,98.202,0.917,0.063,0.729,0.792,0.923,0.000,0.334,93.638,93.972,0.587,0.040,0.466,0.507,0.467,0.000,0.171,92.343,92.515,0.297,0.020,0.236,0.256,0.000,0.000,0.000,91.593,91.593,1.776,0.000,6.631,6.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
63_344,Orchard Lake,42.58334,-83.36584,16,DRSTLK,F,6.7,33.528,9,96,3.2004,53,2.1,1.7,9,624,321.916,338.918,754.050,2.836,1.071,64.897,0.000,0.000,16.464,16.464,15.003,2.417,0.000,2.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,69.438,0.000,0.000,19.973,19.973,4.787,3.614,0.000,3.614,73.379,0.000,0.000,17.765,17.765,4.787,2.771,0.000,2.771,72.909,0.000,0.000,17.948,17.948,4.665,2.701,0.000,2.701,72.909,0.000,0.000,17.948,17.948,4.665,2.701,0.000,2.701,59.889,0.000,0.000,26.507,26.507,0.149,13.454,0.000,13.454,65.050,0.000,0.000,9.826,9.826,22.614,1.394,0.000,1.394
63_1144,Big Lake,42.72028,-83.52222,16,DRST,IH,1.2,4.2672,32,98,1.0668,0,3.7,11,13,1137,86.112,869.138,,,1.109,61.171,2.701,0.000,10.625,10.625,0.099,15.791,0.000,15.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.692,12.172,1.529,14.265,15.794,0.023,21.363,0.049,21.412,26.181,10.298,0.951,24.916,25.867,0.023,19.107,0.032,19.140,21.212,10.147,0.638,30.506,31.144,0.015,14.780,1.188,15.967,14.674,20.760,0.499,27.667,28.166,0.423,8.332,6.143,14.475,3.882,7.915,0.000,12.439,12.439,0.022,47.219,11.056,58.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8_55,Bristol Lake,42.48445,-85.24889,3,DRSTLK,F,6.2,12.192,11,158,2.8956,6,5.8,10,5,456,56.760,863.072,3210.105,7.047,1.114,45.673,0.783,0.580,17.437,18.017,7.941,19.348,1.040,20.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.840,32.118,1.643,18.544,20.187,1.598,16.530,0.279,16.809,11.213,47.593,1.406,16.209,17.615,1.598,10.179,1.248,11.426,9.011,51.170,1.183,16.952,18.134,1.692,8.268,2.917,11.185,6.196,56.516,0.854,17.135,17.990,1.728,6.275,4.785,11.060,9.416,0.000,0.140,6.297,6.438,2.794,67.367,0.000,67.367,5.672,46.515,0.971,18.921,19.892,7.283,8.300,4.155,12.455
36_686,Fire Lake,46.19139,-88.46723,8,DRST,IH,3.3,12.192,13,113,2.7432,2.3,4,4,17,368,50.689,521.061,,,1.123,0.000,0.000,4.128,89.309,93.438,6.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.823,93.873,95.696,0.833,0.000,0.000,0.000,0.000,1.548,2.369,93.242,95.611,0.833,0.000,0.000,0.000,0.000,3.993,2.146,90.089,92.235,0.755,0.000,0.000,0.000,0.000,3.993,2.146,90.089,92.235,0.755,0.000,0.000,0.000,0.000,0.000,0.000,98.804,98.804,1.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14_158,Harwood Lake,41.92889,-85.77028,3,DRST,IH,7.2,16.764,13,140,4.8768,4.3,2.2,7,5,502,47.663,894.185,,,1.218,45.266,4.547,0.000,17.929,17.929,0.128,0.000,31.467,31.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.399,25.797,0.000,35.201,35.201,0.016,0.467,17.323,17.790,9.390,36.859,0.000,31.695,31.695,0.016,2.454,11.049,13.503,6.314,37.451,0.000,35.336,35.336,0.010,2.386,8.502,10.888,4.907,36.474,0.000,39.776,39.776,0.007,1.913,6.422,8.334,3.719,3.567,0.000,19.839,19.839,0.010,10.963,45.657,56.621,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46_91,Deep Lake,42.03445,-84.24167,16,DRST,IH,7.3,15.24,10,165,2.8956,6.8,1.1,14,14,614,28.198,532.693,,,1.297,42.356,3.515,0.000,5.575,5.575,6.602,7.326,32.639,39.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.334,2.353,0.000,7.817,7.817,3.388,8.575,27.962,36.536,17.929,4.739,0.000,24.171,24.171,3.388,7.981,15.937,23.918,11.480,24.817,0.000,22.228,22.228,2.398,7.799,10.099,17.898,8.158,37.121,0.000,18.860,18.860,1.908,7.472,7.297,14.769,6.877,0.000,0.000,17.267,17.267,2.843,31.165,36.228,67.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8_69,Long Lake,42.475,-85.24362,3,DRSTLK,F,7.9,14.9352,11,132,2.7432,9.8,4.2,4,9,581,30.516,296.338,488.296,1.508,1.508,40.184,0.000,0.000,40.443,40.443,12.309,1.794,0.000,1.794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.554,9.164,5.163,60.028,65.190,1.431,8.817,0.000,8.817,5.877,14.709,4.056,59.277,63.333,1.431,10.779,0.000,10.779,5.478,17.290,3.462,54.551,58.013,1.164,12.629,0.335,12.964,5.489,17.235,3.227,53.811,57.038,1.085,13.232,0.890,14.122,3.031,0.000,22.117,44.795,66.912,0.777,26.432,1.293,27.724,4.785,24.928,2.528,42.008,44.537,3.847,14.589,0.707,15.296
81_46,Green Lake,42.36695,-84.0725,16,DRST,IH,1,3.3528,15,88,3.3528,2.4,1.3,19,4,594,35.918,254.672,,,1.535,13.508,0.000,0.000,36.600,36.600,3.274,3.092,8.162,11.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.083,3.781,0.000,23.030,23.030,2.229,7.599,10.997,18.596,2.183,4.991,0.000,25.443,25.443,2.229,18.379,8.597,26.975,1.975,4.516,0.000,29.764,29.764,2.057,16.787,7.814,24.601,1.964,4.489,0.000,30.187,30.187,2.044,16.686,7.766,24.453,2.922,5.582,0.000,15.371,15.371,0.107,23.411,26.067,49.478,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27_495,Marion Lake,46.26639,-89.08917,6,DRST,IH,3.7,12.192,9,4,3.3528,0.5,3.7,20,27,407,120.384,696.770,,,1.605,11.459,0.000,5.273,74.149,79.422,8.271,0.848,0.000,0.848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.105,0.000,11.515,79.011,90.526,1.286,2.105,0.000,2.105,2.507,0.000,8.245,81.493,89.738,1.286,6.170,0.300,6.470,1.793,0.000,8.265,82.113,90.378,1.565,5.718,0.547,6.265,1.736,0.000,8.319,82.365,90.685,1.515,5.535,0.530,6.065,0.000,0.000,9.844,80.118,89.962,1.110,8.928,0.000,8.928,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20_105,Section One Lake,44.85723,-84.61889,5,DRST,IH,2.5,8.2296,10,91,5.6388,1.1,1,6,20,883,23.790,442.936,,,1.770,13.141,0.000,10.745,72.457,83.202,3.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.368,0.000,3.142,77.497,80.639,0.523,0.000,0.000,0.000,11.992,0.000,1.625,82.403,84.027,0.523,0.000,0.000,0.000,10.728,0.000,1.167,83.668,84.834,0.376,0.000,0.000,0.000,9.251,0.000,0.898,85.721,86.619,0.289,0.000,0.000,0.000,1.330,0.000,0.000,70.358,70.358,0.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
65_151,George Lake,44.39917,-83.96917,4,DRST,IH,6.2,27.432,18,108,1.8288,11.5,6.7,11,8,782,75.568,684.288,,,1.922,57.873,1.031,0.000,13.620,13.620,2.912,11.929,2.348,14.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.918,7.280,0.000,32.740,32.740,0.449,5.399,0.433,5.832,13.594,16.198,0.000,36.250,36.250,0.449,4.027,0.234,4.261,8.953,18.793,0.357,43.708,44.065,0.406,3.469,0.469,3.937,8.033,18.239,0.461,44.670,45.130,0.364,4.481,0.807,5.289,5.331,27.134,7.781,38.722,46.503,0.238,7.544,0.726,8.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
27_265,Thousand Island Lake,46.22528,-89.39917,6,DRSTLK,F,3.5,12.192,11,40,3.81,0.6,3.9,8,8,442,450.612,825.678,1453.011,2.477,1.971,21.942,0.000,10.987,52.606,63.593,6.000,3.371,4.529,7.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.761,0.116,12.099,69.728,81.827,3.095,2.451,2.605,5.056,7.819,0.093,11.358,71.586,82.944,3.095,1.963,3.679,5.642,7.171,0.085,12.185,72.179,84.364,2.837,1.799,3.372,5.171,6.950,0.082,12.073,72.344,84.417,2.749,1.744,3.697,5.440,3.112,0.000,17.751,73.971,91.722,5.165,0.000,0.000,0.000,4.390,0.257,16.969,63.387,80.356,11.207,1.371,2.102,3.473
80_70,Lake Eleven,42.39528,-86.01112,3,DRST,IO,5.3,9.7536,18,116,3.3528,28,2.2,17,23,754,21.832,301.463,,,2.063,18.956,18.560,0.000,56.684,56.684,1.763,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.599,52.209,0.000,31.129,31.129,0.210,0.000,0.000,0.000,2.626,51.861,0.000,33.203,33.203,0.210,0.000,1.818,1.818,3.857,46.538,0.000,35.122,35.122,0.145,0.000,1.252,1.252,3.664,44.991,0.000,36.792,36.792,0.130,0.000,1.127,1.127,0.680,28.766,0.000,58.327,58.327,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41_278,Big Pine Island Lake,43.10334,-85.36723,3,DRST,IH,4.6,13.716,18,102,2.5908,25,7,4,4,515,78.697,408.724,,,2.179,45.263,2.286,0.000,23.023,23.023,0.349,0.000,3.906,3.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.511,24.619,0.000,20.558,20.558,1.824,0.453,2.582,3.035,12.193,36.897,0.000,16.721,16.721,1.824,1.301,2.018,3.318,11.130,41.017,0.000,16.834,16.834,1.655,1.180,1.830,3.010,11.130,41.017,0.000,16.834,16.834,1.655,1.180,1.830,3.010,1.064,81.408,0.000,4.239,4.239,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
31_915,Roland Lake,46.88417,-88.85195,6,DRSTLK,F,4.1,12.192,13,7,1.8288,3.9,4.5,26,10,660,104.614,583.767,2635.630,8.516,2.299,40.528,0.000,1.479,49.041,50.521,6.079,0.000,1.227,1.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.830,0.000,2.432,75.053,77.485,2.811,0.924,1.976,2.899,8.302,0.000,2.753,80.296,83.049,2.811,2.072,1.430,3.502,6.080,0.000,2.594,80.432,83.026,2.427,3.964,2.200,6.164,4.494,0.000,2.929,83.733,86.662,1.794,3.084,2.165,5.249,5.424,0.000,0.013,86.713,86.726,3.433,2.474,1.063,3.537,2.125,0.000,1.192,80.314,81.506,6.871,5.734,2.283,8.017
