Sex,Age,Length,Mass
R,5,46.5,1460
R,6,46.5,1460
R,6,46.5,1420
B,5,47,1240
R,6,47,1440
R,5,47,1700
R,5,47,1380
R,5,47,1640
R,5,47,1500
R,6,47,1420
R,6,47,1460
R,5,47,1580
R,6,47,1240
R,6,47,1440
R,4,47,1380
R,6,47,1480
R,5,47.5,1600
R,5,47.5,1660
R,5,47.5,1420
R,5,47.5,1300
R,6,47.5,1340
R,5,47.5,1520
R,5,47.5,1540
R,5,47.5,1500
R,5,47.5,1540
B,7,47.5,1260
R,5,47.5,1300
R,5,47.5,1360
R,6,47.5,1720
R,7,47.5,1780
R,6,47.5,1800
R,6,47.5,1560
R,5,47.5,1600
R,5,47.5,1560
R,6,48,1420
R,5,48,1720
R,5,48,1460
R,5,48,2220
R,5,48,1560
R,7,48,1460
B,5,48,1300
R,6,48,1620
R,5,48,1640
R,6,48,1640
R,5,48,1900
R,5,48,1400
R,6,48,1760
R,6,48,1520
R,5,48.5,1580
R,5,48.5,1700
R,7,48.5,1840
R,5,48.5,2120
R,5,48.5,1580
R,5,48.5,1540
R,5,48.5,1640
R,5,48.5,1620
R,5,49,1760
B,5,49,1560
R,6,49,1760
B,5,49,1360
R,6,49,1720
R,6,49,1900
R,5,49,1560
R,5,49,1580
R,5,49,1720
R,5,49,1680
R,5,49,1840
R,5,49,1260
R,6,49,1560
R,5,49,1760
R,5,49.5,1360
R,6,49.5,1380
R,5,49.5,1800
R,6,49.5,1880
R,5,49.5,1640
R,7,49.5,1460
R,5,49.5,1700
R,7,49.5,1740
R,6,49.5,1720
R,6,49.5,1740
R,5,49.5,1740
R,5,50,1540
R,5,50,1660
R,6,50,1680
R,6,50,1620
R,7,50,1580
R,5,50,1820
R,6,50,1960
R,6,50.5,1760
R,6,50.5,1800
R,5,50.5,1840
R,5,50.5,1680
R,5,50.5,1840
R,6,51,2060
R,5,51,1660
R,5,51,1720
R,7,51,1820
R,6,51,1740
R,6,52,1720
R,5,52.5,1880
R,6,52.5,2150
R,5,53.5,1860
